2020-11-30 23:19:53,498 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2020-11-30 23:19:53,526 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2020-11-30 23:19:53,527 INFO  Logger.cs: 73 - Commit version 1.6.0-1-g15f4949
2020-11-30 23:19:53,528 INFO  Logger.cs: 74 - Build version 1.6.7594.29634
2020-11-30 23:19:53,534 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2020-11-30 23:19:53,535 INFO  SwAddin.cs: 197 - Setting up callbacks
2020-11-30 23:19:53,535 INFO  SwAddin.cs: 201 - Setting up command manager
2020-11-30 23:19:53,537 INFO  SwAddin.cs: 204 - Adding command manager
2020-11-30 23:19:53,541 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2020-11-30 23:19:53,543 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2020-11-30 23:19:53,543 INFO  SwAddin.cs: 210 - Adding event handlers
2020-11-30 23:19:53,654 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2020-11-30 23:26:41,347 INFO  SwAddin.cs: 294 - Assembly export called for file BRTIRUS1510A 10KG六軸工業機器人模型.SLDASM
2020-11-30 23:26:41,352 INFO  SwAddin.cs: 299 - Save is required
2020-11-30 23:26:41,353 INFO  SwAddin.cs: 313 - Saving assembly
2020-11-30 23:26:45,693 INFO  SwAddin.cs: 316 - Opening property manager
2020-11-30 23:26:45,733 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from BRTIRUS1510A 10KG六軸工業機器人模型.SLDASM
2020-11-30 23:26:45,751 INFO  ExportHelperExtension.cs: 1136 - Found 47 in BRTIRUS1510A 10KG六軸工業機器人模型.SLDASM
2020-11-30 23:26:45,752 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in BRTIRUS1510A 10KG六軸工業機器人模型.SLDASM
2020-11-30 23:26:45,752 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2020-11-30 23:26:45,754 INFO  ExportHelperExtension.cs: 1160 - 7 components to check
2020-11-30 23:26:45,756 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from PAR6US15A001 基座-1
2020-11-30 23:26:45,757 INFO  ExportHelperExtension.cs: 1136 - Found 30 in PAR6US15A001 基座-1
2020-11-30 23:26:45,758 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in PAR6US15A001 基座-1
2020-11-30 23:26:45,758 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from PAR6US15D001 第三軸-1
2020-11-30 23:26:45,759 INFO  ExportHelperExtension.cs: 1136 - Found 107 in PAR6US15D001 第三軸-1
2020-11-30 23:26:45,759 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in PAR6US15D001 第三軸-1
2020-11-30 23:26:45,760 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from PAR6US15F001 第五軸-1
2020-11-30 23:26:45,760 INFO  ExportHelperExtension.cs: 1136 - Found 36 in PAR6US15F001 第五軸-1
2020-11-30 23:26:45,761 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in PAR6US15F001 第五軸-1
2020-11-30 23:26:45,761 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from PAR6US15E001 第四軸-1
2020-11-30 23:26:45,762 INFO  ExportHelperExtension.cs: 1136 - Found 84 in PAR6US15E001 第四軸-1
2020-11-30 23:26:45,764 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in PAR6US15E001 第四軸-1
2020-11-30 23:26:45,765 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from PAR6US15G001第六軸-1
2020-11-30 23:26:45,767 INFO  ExportHelperExtension.cs: 1136 - Found 30 in PAR6US15G001第六軸-1
2020-11-30 23:26:45,768 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in PAR6US15G001第六軸-1
2020-11-30 23:26:45,769 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from PAR6US15B001 第一軸-1
2020-11-30 23:26:45,770 INFO  ExportHelperExtension.cs: 1136 - Found 81 in PAR6US15B001 第一軸-1
2020-11-30 23:26:45,771 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in PAR6US15B001 第一軸-1
2020-11-30 23:26:45,772 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from PAR6US15C001 第二軸-1
2020-11-30 23:26:45,774 INFO  ExportHelperExtension.cs: 1136 - Found 88 in PAR6US15C001 第二軸-1
2020-11-30 23:26:45,775 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in PAR6US15C001 第二軸-1
2020-11-30 23:26:45,776 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from BRTIRUS1510A 10KG六軸工業機器人模型.SLDASM
2020-11-30 23:26:45,777 INFO  ExportHelperExtension.cs: 1136 - Found 47 in BRTIRUS1510A 10KG六軸工業機器人模型.SLDASM
2020-11-30 23:26:45,778 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in BRTIRUS1510A 10KG六軸工業機器人模型.SLDASM
2020-11-30 23:26:45,778 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2020-11-30 23:26:45,779 INFO  ExportHelperExtension.cs: 1160 - 7 components to check
2020-11-30 23:26:45,779 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from PAR6US15A001 基座-1
2020-11-30 23:26:45,779 INFO  ExportHelperExtension.cs: 1136 - Found 30 in PAR6US15A001 基座-1
2020-11-30 23:26:45,780 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in PAR6US15A001 基座-1
2020-11-30 23:26:45,780 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from PAR6US15D001 第三軸-1
2020-11-30 23:26:45,901 INFO  ExportHelperExtension.cs: 1136 - Found 107 in PAR6US15D001 第三軸-1
2020-11-30 23:26:45,902 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in PAR6US15D001 第三軸-1
2020-11-30 23:26:45,902 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from PAR6US15F001 第五軸-1
2020-11-30 23:26:45,903 INFO  ExportHelperExtension.cs: 1136 - Found 36 in PAR6US15F001 第五軸-1
2020-11-30 23:26:45,903 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in PAR6US15F001 第五軸-1
2020-11-30 23:26:45,904 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from PAR6US15E001 第四軸-1
2020-11-30 23:26:45,904 INFO  ExportHelperExtension.cs: 1136 - Found 84 in PAR6US15E001 第四軸-1
2020-11-30 23:26:45,905 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in PAR6US15E001 第四軸-1
2020-11-30 23:26:45,905 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from PAR6US15G001第六軸-1
2020-11-30 23:26:45,905 INFO  ExportHelperExtension.cs: 1136 - Found 30 in PAR6US15G001第六軸-1
